"Proteins Unique Sequence ID"	"Checked"	"Protein FDR Confidence: Combined"	"Master"	"Accession"	"Description"	"Exp. q-value: Combined"	"Sum PEP Score"	"Coverage [%]"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# AAs"	"MW [kDa]"	"calc. pI"	"Score Mascot: Mascot"	"# Peptides (by Search Engine): Mascot"	"Biological Process"	"Cellular Component"	"Molecular Function"	"Pfam IDs"	"Entrez Gene ID"	"Gene ID"	"Ensembl Gene ID"	"Gene Symbol"	"Reactome Pathways"	"WikiPathways"	"# Protein Pathway Groups"	"Abundance Ratio: (head) / (body)"	"Abundance Ratio: (mucus) / (body)"	"Abundance Ratio: (pharynx) / (body)"	"Abundance Ratio: (mucus) / (head)"	"Abundance Ratio: (pharynx) / (head)"	"Abundance Ratio: (pharynx) / (mucus)"	"Abundance Ratio Adj. P-Value: (head) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (body)"	"Abundance Ratio Adj. P-Value: (pharynx) / (body)"	"Abundance Ratio Adj. P-Value: (mucus) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (head)"	"Abundance Ratio Adj. P-Value: (pharynx) / (mucus)"	"Abundances (Grouped): body"	"Abundances (Grouped): head"	"Abundances (Grouped): mucus"	"Abundances (Grouped): pharynx"	"Abundances (Grouped) CV [%]: body"	"Abundances (Grouped) CV [%]: head"	"Abundances (Grouped) CV [%]: mucus"	"Abundances (Grouped) CV [%]: pharynx"	"Found in Sample: [S2] F2: Sample, 2, body"	"Found in Sample: [S6] F6: Sample, 6, body"	"Found in Sample: [S10] F10: Sample, 10, body"	"Found in Sample: [S1] F1: Sample, 1, head"	"Found in Sample: [S5] F5: Sample, 5, head"	"Found in Sample: [S9] F9: Sample, 9, head"	"Found in Sample: [S4] F4: Sample, 4, mucus"	"Found in Sample: [S8] F8: Sample, 8, mucus"	"Found in Sample: [S12] F12: Sample, 12, mucus"	"Found in Sample: [S3] F3: Sample, 3, pharynx"	"Found in Sample: [S7] F7: Sample, 7, pharynx"	"Found in Sample: [S11] F11: Sample, 11, pharynx"	"# Protein Groups"	"Modifications"
"-2790100888388289688"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN224_c1_g1_i5.p1"	"ONUN2_DN224_c1_g1_i5.p1"	"0.000"	"103.953"	"44"	"19"	"337"	"18"	"490"	"55.4"	"6.74"	"3947"	"19"	""	""	""	""	""	"ONUN2_DN224_c1_g1_i5.p1"	""	""	""	""	"0"	"17.832"	"2.238"	"7.326"	"0.126"	"0.411"	"3.273"	"0.125838075147264"	"0.999999999117813"	"0.999999999999392"	"0.170137831504497"	"0.691486808557428"	"0.999999999645348"	"14383372.5805739"	"256482755"	"32191580.922186"	"105372803.895119"	"107.37"	"8.81"	"65.64"	"53.45"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"8348834042106343970"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8126_c0_g1_i1.p1"	"ONUN2_DN8126_c0_g1_i1.p1"	"0.000"	"103.723"	"61"	"18"	"242"	"18"	"439"	"48.5"	"5.07"	"2716"	"18"	""	""	""	""	""	"ONUN2_DN8126_c0_g1_i1.p1"	""	""	""	""	"0"	"2.809"	"0.949"	"1.789"	"0.338"	"0.637"	"1.885"	"0.404531510108178"	"0.999999999117813"	"0.999999999999392"	"0.249184292830648"	"0.999999999988872"	"0.499807492367834"	"77110314.3414766"	"216584008.776191"	"73208568.7395827"	"137972385.676834"	"59.64"	"26.92"	"41.79"	"40.52"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7890876420726862825"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN15138_c0_g3_i3.p1"	"ONUN2_DN15138_c0_g3_i3.p1"	"0.000"	"103.496"	"44"	"16"	"116"	"12"	"432"	"48.5"	"7.46"	"1935"	"16"	""	""	""	""	""	"ONUN2_DN15138_c0_g3_i3.p1"	""	""	""	""	"0"	"2.315"	"20.344"	"5.834"	"8.786"	"2.520"	"0.287"	""	"0.999999999117813"	""	""	""	""	"9319976.89459366"	"21579784.3824319"	"189608375.717027"	"54375613.0413626"	"135.35"	""	"105.01"	""	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	"Acetyl [N-Term]"
"-6481191188993476341"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1629_c0_g3_i4.p1"	"ONUN2_DN1629_c0_g3_i4.p1"	"0.000"	"103.440"	"60"	"18"	"203"	"16"	"410"	"47.3"	"4.97"	"2337"	"18"	""	""	""	""	""	"ONUN2_DN1629_c0_g3_i4.p1"	""	""	""	""	"0"	"4.493"	"3.523"	"0.906"	"0.784"	"0.202"	"0.257"	"0.123745906377662"	"0.180102100536108"	"0.999999999999392"	"0.99999999999899"	"0.220326359374163"	"0.186679254886458"	"15665288.1858766"	"70387604.6474196"	"55190429.8819752"	"14189489.3246112"	"30.74"	"42.90"	"42.39"	"60.20"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-3828411678635620729"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3191_c0_g1_i5.p1"	"ONUN2_DN3191_c0_g1_i5.p1"	"0.000"	"103.025"	"19"	"20"	"134"	"13"	"1309"	"144.3"	"6.30"	"1613"	"20"	""	""	""	""	""	"ONUN2_DN3191_c0_g1_i5.p1"	""	""	""	""	"0"	"9.762"	"6.167"	"3.252"	"0.632"	"0.333"	"0.527"	"0.140481185704609"	"0.298313202213902"	"0.999999999999392"	"0.99999999999899"	"0.877841814229241"	"0.999999999645348"	"1740771.54288242"	"16993950.7398653"	"10735504.5956949"	"5660819.64824563"	"87.91"	"14.24"	"14.86"	"4.39"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"-1915439444918699517"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8317_c0_g1_i3.p1"	"ONUN2_DN8317_c0_g1_i3.p1"	"0.000"	"102.640"	"57"	"12"	"185"	"12"	"204"	"23.0"	"6.70"	"2611"	"12"	""	""	""	""	""	"ONUN2_DN8317_c0_g1_i3.p1"	""	""	""	""	"0"	"6.243"	"0.472"	"3.692"	"0.076"	"0.591"	"7.823"	"0.19624619852758"	"0.999999999117813"	"0.999999999999392"	"0.0791090345682687"	"0.999999999988872"	"0.235077275824902"	"154376612.125386"	"963782199.6168"	"72847565.3252213"	"569884643.868586"	"78.13"	"14.68"	"68.41"	"59.96"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-2607968127064394749"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1378_c1_g1_i2.p1"	"ONUN2_DN1378_c1_g1_i2.p1"	"0.000"	"102.574"	"37"	"26"	"138"	"26"	"856"	"96.2"	"5.91"	"1418"	"26"	""	""	""	""	""	"ONUN2_DN1378_c1_g1_i2.p1"	""	""	""	""	"0"	"10.148"	"0.812"	"1.431"	"0.080"	"0.141"	"1.762"	"0.130066283003545"	"0.999999999117813"	"0.999999999999392"	"0.091914257018882"	"0.419392201004199"	"0.999999999645348"	"4002046.6256346"	"40614026.6666667"	"3249499.00529762"	"5726762.28679398"	"54.24"	"40.01"	"79.77"	"8.69"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-4964286223674597890"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN447_c0_g3_i1.p1"	"ONUN2_DN447_c0_g3_i1.p1"	"0.000"	"102.398"	"50"	"21"	"257"	"12"	"433"	"47.6"	"6.43"	"3152"	"21"	""	""	""	""	""	"ONUN2_DN447_c0_g3_i1.p1"	""	""	""	""	"0"	"2.294"	"1.813"	"1.587"	"0.790"	"0.692"	"0.875"	"0.660283835302003"	"0.999999999117813"	"0.999999999999392"	"0.876194532072938"	"0.985203114378826"	"0.999999999645348"	"52593696.6697297"	"120671594.666667"	"95362760.7308671"	"83452062.1913987"	"78.16"	"53.00"	"41.57"	"72.59"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-1910114437976235094"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7889_c0_g1_i1.p1"	"ONUN2_DN7889_c0_g1_i1.p1"	"0.000"	"102.362"	"59"	"18"	"252"	"17"	"420"	"47.0"	"8.88"	"1946"	"18"	""	""	""	""	""	"ONUN2_DN7889_c0_g1_i1.p1"	""	""	""	""	"0"	"4.480"	"0.789"	"1.934"	"0.176"	"0.432"	"2.452"	"0.51425111295649"	"0.766870751457115"	"0.999999999999392"	"0.106113959354794"	"0.9435407021089"	"0.480858643652533"	"55229763.7307281"	"247439989.333333"	"43579220.2195556"	"106837726.179278"	"73.85"	"14.53"	"68.86"	"31.84"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2811319772484137068"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN27210_c0_g1_i2.p1"	"ONUN2_DN27210_c0_g1_i2.p1"	"0.000"	"102.161"	"30"	"22"	"132"	"19"	"841"	"95.3"	"6.52"	"1296"	"22"	""	""	""	""	""	"ONUN2_DN27210_c0_g1_i2.p1"	""	""	""	""	"0"	"0.297"	"0.074"	"0.653"	"0.248"	"2.200"	"8.853"	"0.48810788415663"	"0.0475016890976179"	"0.999999999999392"	"0.261030382535786"	"0.999999999988872"	"0.111067785561922"	"298354524.115147"	"88523803.3375128"	"21993250.5264384"	"194713960.445315"	"44.85"	"19.62"	"96.55"	"23.05"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"High"	"1"	""
"125706408245732142"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN11343_c0_g1_i4.p1"	"ONUN2_DN11343_c0_g1_i4.p1"	"0.000"	"102.047"	"40"	"16"	"169"	"16"	"496"	"55.5"	"9.23"	"2108"	"16"	""	""	""	""	""	"ONUN2_DN11343_c0_g1_i4.p1"	""	""	""	""	"0"	"0.010"	"0.021"	"3.331"	"100.000"	"100.000"	"100.000"	""	""	"0.999999999999392"	""	""	""	"101367483.518623"	""	"2100231.24776533"	"337653677.248677"	"25.73"	""	""	"28.86"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-7584211206979426646"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3274_c0_g1_i14.p1"	"ONUN2_DN3274_c0_g1_i14.p1"	"0.000"	"101.654"	"27"	"25"	"125"	"25"	"1158"	"127.3"	"4.83"	"1485"	"25"	""	""	""	""	""	"ONUN2_DN3274_c0_g1_i14.p1"	""	""	""	""	"0"	"0.301"	"1.095"	"0.504"	"3.641"	"1.676"	"0.460"	"0.293185124193363"	"0.999999999117813"	"0.999999999999392"	"0.250790584955135"	"0.9106983343365"	"0.999999999645348"	"75414675.5329332"	"22679856.5666358"	"82578369.3084029"	"38005666.8169344"	"72.50"	"62.49"	"44.01"	"35.51"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-6048470850021969154"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7771_c1_g2_i3.p1"	"ONUN2_DN7771_c1_g2_i3.p1"	"0.000"	"101.518"	"30"	"20"	"148"	"20"	"699"	"84.0"	"7.39"	"1646"	"20"	""	""	""	""	""	"ONUN2_DN7771_c1_g2_i3.p1"	""	""	""	""	"0"	"0.010"	"0.484"	"0.274"	"100.000"	"100.000"	"0.567"	""	""	""	"0.457363669631313"	""	""	"867579301.197346"	"1911346"	"419791769.095645"	"237861575.220857"	""	"27.03"	"137.57"	""	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"1"	""
"777459028124299020"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN236_c0_g1_i6.p1"	"ONUN2_DN236_c0_g1_i6.p1"	"0.000"	"101.505"	"69"	"12"	"601"	"11"	"157"	"18.2"	"5.03"	"6470"	"12"	""	""	""	""	""	"ONUN2_DN236_c0_g1_i6.p1"	""	""	""	""	"0"	"0.844"	"0.106"	"1.174"	"0.125"	"1.391"	"11.086"	"0.999999999853134"	"0.0667365178354958"	"0.999999999999392"	"0.0587717568898824"	"0.999999999988872"	"0.0371018602725372"	"2498439430.44589"	"2107729960.70215"	"264494022.275244"	"2932250435.88718"	"61.54"	"11.42"	"64.16"	"47.82"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"7019408229077559202"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN135_c0_g1_i7.p1"	"ONUN2_DN135_c0_g1_i7.p1"	"0.000"	"101.388"	"19"	"31"	"107"	"31"	"1852"	"223.9"	"9.80"	"1081"	"31"	""	""	""	""	""	"ONUN2_DN135_c0_g1_i7.p1"	""	""	""	""	"0"	"0.010"	"0.345"	"4.817"	"100.000"	"100.000"	"13.948"	""	"0.582719200329114"	"0.999999999999392"	""	""	"0.0545530699252984"	"13438554.5832766"	""	"4640784.34262377"	"64730381.8572696"	"50.82"	""	"39.77"	"35.17"	"Peak Found"	"Peak Found"	"Peak Found"	"Not Found"	"Not Found"	"Not Found"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-424248963397162379"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1449_c0_g1_i1.p1"	"ONUN2_DN1449_c0_g1_i1.p1"	"0.000"	"100.977"	"34"	"28"	"171"	"28"	"936"	"106.2"	"7.44"	"1557"	"28"	""	""	""	""	""	"ONUN2_DN1449_c0_g1_i1.p1"	""	""	""	""	"0"	"9.280"	"3.255"	"3.279"	"0.351"	"0.353"	"1.007"	"0.388663132137213"	"0.999999999117813"	"0.999999999999392"	"0.863051534385212"	"0.999999999988872"	"0.999999999645348"	"3149700.96961162"	"29230242.8879062"	"10253711.7665388"	"10326466.714612"	"116.31"	"25.67"	"107.76"	"40.32"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"922233200327702091"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN85119_c0_g1_i1.p1"	"ONUN2_DN85119_c0_g1_i1.p1"	"0.000"	"99.690"	"54"	"16"	"67"	"7"	"323"	"37.2"	"5.01"	"1348"	"16"	""	""	""	""	""	"ONUN2_DN85119_c0_g1_i1.p1"	""	""	""	""	"0"	"1.315"	"3.033"	"1.390"	"2.305"	"1.056"	"0.458"	"0.999999999853134"	"0.594585557843525"	"0.999999999999392"	"0.449085139790608"	"0.999999999988872"	"0.675808302222561"	"35513622.476001"	"46714172.2338313"	"107699280.550129"	"49351639.8758217"	"63.82"	"10.31"	"56.53"	"18.51"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"Not Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"1650153970927691801"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2087_c0_g1_i1.p1"	"ONUN2_DN2087_c0_g1_i1.p1"	"0.000"	"99.287"	"47"	"21"	"264"	"18"	"546"	"60.1"	"5.91"	"2519"	"21"	""	""	""	""	""	"ONUN2_DN2087_c0_g1_i1.p1"	""	""	""	""	"0"	"4.586"	"1.673"	"1.339"	"0.365"	"0.292"	"0.801"	"0.284674614410251"	"0.999999999117813"	"0.999999999999392"	"0.496660196806141"	"0.573168649433607"	"0.999999999645348"	"17740302.235256"	"81365159.2687595"	"29674050.1610241"	"23756263.6100201"	"58.16"	"33.89"	"40.06"	"60.34"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"4081965215195960837"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7400_c0_g2_i3.p1"	"ONUN2_DN7400_c0_g2_i3.p1"	"0.000"	"98.886"	"23"	"27"	"99"	"27"	"1422"	"161.8"	"8.72"	"1177"	"27"	""	""	""	""	""	"ONUN2_DN7400_c0_g2_i3.p1"	""	""	""	""	"0"	"0.398"	"3.055"	"5.248"	"7.674"	"13.184"	"1.718"	"0.978973784231753"	"0.999999999117813"	"0.999999999999392"	"0.478321071335189"	"0.374267819316533"	"0.999999999645348"	"13705995.7583529"	"5456183.09946041"	"41868804.3588423"	"71934264.8118089"	"10.34"	"39.74"	"110.49"	"39.65"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-7465236342063904737"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2192_c0_g1_i14.p1"	"ONUN2_DN2192_c0_g1_i14.p1"	"0.000"	"98.810"	"43"	"18"	"346"	"18"	"455"	"49.6"	"8.29"	"4548"	"18"	""	""	""	""	""	"ONUN2_DN2192_c0_g1_i14.p1"	""	""	""	""	"0"	"2.828"	"1.602"	"2.594"	"0.567"	"0.917"	"1.619"	"0.61967572538972"	"0.999999999117813"	"0.999999999999392"	"0.911643223413924"	"0.999999999988872"	"0.999999999645348"	"44184252.2262388"	"124936698.666667"	"70781388.9005895"	"114603452.282402"	"48.37"	"17.21"	"54.87"	"43.70"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-726257790151817447"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN5243_c0_g1_i1.p1"	"ONUN2_DN5243_c0_g1_i1.p1"	"0.000"	"98.681"	"51"	"23"	"205"	"23"	"496"	"57.3"	"7.31"	"2560"	"23"	""	""	""	""	""	"ONUN2_DN5243_c0_g1_i1.p1"	""	""	""	""	"0"	"0.334"	"4.261"	"1.278"	"12.760"	"3.829"	"0.300"	"0.22319849296476"	"0.567913633737524"	"0.999999999999392"	"0.0327757288195355"	"0.285683701242053"	"0.731644755798029"	"55617080.4596774"	"18571939.6666667"	"236978063.659045"	"71105201.5472862"	"58.97"	"20.28"	"50.29"	"34.27"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"151826148890536337"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN2113_c0_g1_i2.p1"	"ONUN2_DN2113_c0_g1_i2.p1"	"0.000"	"98.197"	"9"	"32"	"97"	"31"	"3909"	"448.8"	"5.54"	"603"	"32"	""	""	""	""	""	"ONUN2_DN2113_c0_g1_i2.p1"	""	""	""	""	"0"	"1.831"	"2.976"	"0.224"	"1.625"	"0.123"	"0.075"	"0.999999999853134"	"0.999999999117813"	""	"0.99999999999899"	""	""	"5808679.63460904"	"10636956.7549426"	"17287012.9263269"	"1303209.89899872"	"1.62"	"9.00"	"96.20"	""	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"1"	""
"2608596215900895608"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1803_c0_g1_i1.p1"	"ONUN2_DN1803_c0_g1_i1.p1"	"0.000"	"97.680"	"45"	"16"	"300"	"16"	"330"	"37.7"	"9.00"	"4276"	"16"	""	""	""	""	""	"ONUN2_DN1803_c0_g1_i1.p1"	""	""	""	""	"0"	"0.069"	"0.082"	"0.502"	"1.189"	"7.294"	"6.136"	"0.0441407698372936"	""	"0.999999999999392"	""	"0.12875034028236"	""	"1545355635.4494"	"106329850.044646"	"126402423.120799"	"775554251.4777"	"52.51"	"41.38"	""	"12.20"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-7819652443298060917"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1470_c0_g1_i3.p1"	"ONUN2_DN1470_c0_g1_i3.p1"	"0.000"	"97.486"	"50"	"19"	"108"	"12"	"284"	"32.6"	"4.63"	"1747"	"19"	""	""	""	""	""	"ONUN2_DN1470_c0_g1_i3.p1"	""	""	""	""	"0"	"0.629"	"2.139"	"1.554"	"3.400"	"2.469"	"0.726"	""	""	""	""	""	""	"111678784.693844"	"70280655.3794007"	"238936624.722584"	"173518136.05107"	""	""	"136.51"	""	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"Peak Found"	"Peak Found"	"1"	""
"-7921851064844328577"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7791_c0_g2_i1.p1"	"ONUN2_DN7791_c0_g2_i1.p1"	"0.000"	"97.484"	"56"	"18"	"317"	"15"	"389"	"43.9"	"5.44"	"4714"	"18"	""	""	""	""	""	"ONUN2_DN7791_c0_g2_i1.p1"	""	""	""	""	"0"	"3.282"	"1.176"	"2.123"	"0.358"	"0.647"	"1.805"	"0.80518660170683"	"0.999999999117813"	"0.999999999999392"	"0.565252595565516"	"0.999999999988872"	"0.999999999645348"	"38253996.955198"	"125564077.985757"	"44976325.0091104"	"81204556.2578132"	"53.12"	"32.58"	"84.60"	"57.67"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-8218783253337960466"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN1506_c1_g1_i1.p1"	"ONUN2_DN1506_c1_g1_i1.p1"	"0.000"	"97.300"	"49"	"25"	"243"	"25"	"560"	"61.6"	"6.61"	"2891"	"25"	""	""	""	""	""	"ONUN2_DN1506_c1_g1_i1.p1"	""	""	""	""	"0"	"2.979"	"1.761"	"1.491"	"0.591"	"0.501"	"0.847"	"0.799156418111368"	"0.999999999117813"	"0.999999999999392"	"0.993774377962538"	"0.999999999988872"	"0.999999999645348"	"29248498.4084392"	"87131069.1007878"	"51492844.2357734"	"43616121.4998817"	"60.52"	"34.37"	"93.94"	"40.11"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-6100352600852146161"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN176_c0_g1_i5.p1"	"ONUN2_DN176_c0_g1_i5.p1"	"0.000"	"97.136"	"68"	"11"	"236"	"11"	"197"	"22.2"	"7.96"	"3503"	"11"	""	""	""	""	""	"ONUN2_DN176_c0_g1_i5.p1"	""	""	""	""	"0"	"0.043"	"0.181"	"6.853"	"4.185"	"100.000"	"37.786"	"0.0450971042211927"	"0.105382925312524"	"0.999999999999392"	"0.214199077814196"	"0.0120753126041254"	"0.00688019120683614"	"272222820.760168"	"11797298.0833333"	"49369744.0337395"	"1865468168.80256"	"51.60"	"32.67"	"89.85"	"8.34"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"2475791473115263251"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN3423_c0_g1_i8.p1"	"ONUN2_DN3423_c0_g1_i8.p1"	"0.000"	"97.136"	"34"	"19"	"115"	"19"	"693"	"79.3"	"7.42"	"1426"	"19"	""	""	""	""	""	"ONUN2_DN3423_c0_g1_i8.p1"	""	""	""	""	"0"	"0.999"	"0.377"	"4.824"	"0.377"	"4.829"	"12.806"	"0.999999999853134"	"0.497873441613496"	"0.999999999999392"	"0.612981214954374"	"0.51201723938056"	"0.0646322182756818"	"20272780.2411503"	"20253760.8795295"	"7636705.53195342"	"97799108.741148"	"91.71"	"13.99"	"88.06"	"49.26"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-1689419086594909488"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN10621_c0_g1_i1.p1"	"ONUN2_DN10621_c0_g1_i1.p1"	"0.000"	"96.818"	"55"	"15"	"315"	"8"	"305"	"33.2"	"9.63"	"4619"	"15"	""	""	""	""	""	"ONUN2_DN10621_c0_g1_i1.p1"	""	""	""	""	"0"	"0.362"	"1.231"	"0.305"	"3.399"	"0.844"	"0.248"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.99999999999899"	"0.999999999988872"	"0.999999999645348"	"157581447.029174"	"57055517.0098041"	"193907730.885006"	"48134777.0141926"	"39.68"	"100.07"	"78.90"	"57.02"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	""
"-4276848908554160861"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN7849_c0_g2_i1.p1"	"ONUN2_DN7849_c0_g2_i1.p1"	"0.000"	"96.437"	"59"	"17"	"213"	"17"	"375"	"42.2"	"6.25"	"2023"	"17"	""	""	""	""	""	"ONUN2_DN7849_c0_g2_i1.p1"	""	""	""	""	"0"	"1.674"	"0.867"	"3.025"	"0.518"	"1.807"	"3.489"	"0.766973014423766"	"0.999999999117813"	"0.999999999999392"	"0.439611138334887"	"0.999999999988872"	"0.164684733228629"	"49404487.3687897"	"82718454.6666667"	"42833512.5760683"	"149442579.157433"	"58.05"	"1.69"	"59.04"	"33.31"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"1"	"Acetyl [N-Term]"
"-4099182528444470345"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN8432_c0_g1_i3.p1"	"ONUN2_DN8432_c0_g1_i3.p1"	"0.000"	"96.350"	"51"	"16"	"182"	"16"	"364"	"42.2"	"7.53"	"2159"	"16"	""	""	""	""	""	"ONUN2_DN8432_c0_g1_i3.p1"	""	""	""	""	"0"	"0.594"	"0.159"	"3.214"	"0.267"	"5.409"	"20.231"	"0.999999999853134"	"0.073681418910585"	"0.999999999999392"	"0.149506704988462"	"0.250815036563507"	"0.00814017519471488"	"35225440.9861279"	"20933790.9973005"	"5596495.72066276"	"113223400.913924"	"47.53"	"73.10"	"45.41"	"35.61"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"Peak Found"	"High"	"High"	"High"	"1"	""
"-6087607863705960355"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN6673_c0_g1_i4.p1"	"ONUN2_DN6673_c0_g1_i4.p1"	"0.000"	"96.135"	"55"	"17"	"219"	"17"	"322"	"37.5"	"7.33"	"2869"	"17"	""	""	""	""	""	"ONUN2_DN6673_c0_g1_i4.p1"	""	""	""	""	"0"	"0.442"	"3.280"	"6.066"	"7.423"	"13.728"	"1.849"	"0.999999999853134"	"0.999999999117813"	"0.999999999999392"	"0.82247835572493"	"0.44588587092813"	"0.961271562353494"	"55409244.709451"	"24483704"	"181739022.729567"	"336123372.121443"	"39.80"	"41.94"	"103.81"	"51.35"	"High"	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
"-4998001427402916113"	"False"	"High"	"IsMasterProtein"	"ONUN2_DN4727_c0_g1_i16.p1"	"ONUN2_DN4727_c0_g1_i16.p1"	"0.000"	"96.100"	"16"	"25"	"68"	"23"	"2037"	"233.0"	"5.76"	"666"	"25"	""	""	""	""	""	"ONUN2_DN4727_c0_g1_i16.p1"	""	""	""	""	"0"	"32.660"	"17.380"	"1.255"	"0.532"	"0.038"	"0.072"	""	""	""	""	""	""	"219702.481975476"	"7175477.25005002"	"3818492.16786882"	"275738.291090073"	""	"84.51"	""	""	"High"	"High"	"High"	"High"	"High"	"High"	"Peak Found"	"Peak Found"	"High"	"High"	"High"	"High"	"1"	""
